STORE_NAME,longitude,latitude,ADDRESS,ADDRESS2,CITY,STATE,ZIP5,zip4,County
Lagos Market,-104.8097,39.725628,15353 E 6th Ave,,Aurora,CO,80011,9001,ARAPAHOE 
Heritage Market,-104.71292,40.52713,180 Elm Ave,,Eaton,CO,80615,3420,WELD 
Target Stores T- 2225,-105.05331,39.747566,1985 Sheridan Blvd,,Edgewater,CO,80214,1325,JEFFERSON 
Target Stores T- 2343,-107.86787,38.44479,3530 Wolverine Dr,,Montrose,CO,81401,4952,MONTROSE 
Walmart SC 4377,-107.57073,40.514069,2000 W Victory Way,,Craig,CO,81625,3440,MOFFAT 
Dollar General 10873,-103.79053,40.253002,522 Warner St,,Fort Morgan,CO,80701,3621,MORGAN 
Dollar General 11132,-104.57339,38.281994,1502 Troy Ave,,Pueblo,CO,81001,2839,PUEBLO 
Marigold Market,-107.96098,39.239483,109 Main St,,Collbran,CO,81624,9900,MESA 
7-Eleven Store 26137A,-105.05335,39.718262,95 Sheridan Blvd,,Lakewood,CO,80226,2426,JEFFERSON 
Walgreens 10601,-105.03529,40.523438,2268 E Harmony Rd,,Fort Collins,CO,80528,3412,LARIMER 
Walgreens 11263,-104.6969,40.394962,2600 11th Ave,,Greeley,CO,80631,8441,WELD 
La Barata No 2,-105.07672,40.600002,1005 N College Ave,,Fort Collins,CO,80524,1207,LARIMER 
Dollar Tree 3442,-107.86315,38.447308,1601 Oxbow Dr,Unit 340,Montrose,CO,81401,4781,MONTROSE 
Safeway 2791,-104.9901,39.573605,181 W Mineral Ave,,Littleton,CO,80120,5691,ARAPAHOE 
Walgreens 07929,-104.93193,39.806469,6011 Dexter St,,Commerce City,CO,80022,3125,ADAMS 
Mi Pueblo Latin Market Inc,-104.97794,39.862514,9171 Washington St,,Thornton,CO,80229,4304,ADAMS 
7-Eleven Store 23418A,-104.86579,39.740059,10502 E Colfax Ave,,Aurora,CO,80010,5020,ARAPAHOE 
7-Eleven Store 25069A,-104.97852,39.782162,4708 Washington St,,Denver,CO,80216,2746,DENVER 
7-Eleven Store 18409A,-104.80079,39.740112,16080 E Colfax Ave,,Aurora,CO,80011,5811,ARAPAHOE 
Dollar Tree 3499,-105.02938,39.827244,3290 W 72nd Ave,,Westminster,CO,80030,,ADAMS 
7-Eleven Store 39062A,-105.02953,39.769375,3190 W 38th Ave,,Denver,CO,80211,2004,DENVER 
Family Dollar Store 2655,-104.80812,39.740189,15355 E Colfax Ave,Unit 2,Aurora,CO,80011,5955,ARAPAHOE 
Family Dollar Store 2656,-105.00625,39.825359,7067 Pecos St,,Denver,CO,80221,7206,ADAMS 
Family Dollar Store 2658,-105.00604,39.613182,1500 W Littleton Blvd,Ste 106,Littleton,CO,80120,2136,ARAPAHOE 
Family Dollar Store 2682,-104.84715,39.783192,4701 Peoria St,Unit 123,Denver,CO,80239,2850,DENVER 
Family Dollar Store 2692,-105.0102,39.696808,1875 W Mississippi Ave,,Denver,CO,80223,2928,DENVER 
Family Dollar Store 2804,-105.06927,39.740448,6579 W Colfax Ave,,Lakewood,CO,80214,1803,JEFFERSON 
Family Dollar Store 3088,-104.79083,39.684113,1760 S Buckley Rd,,Aurora,CO,80017,5172,ARAPAHOE 
Family Dollar Store 3090,-105.02525,39.745823,1845 Federal Blvd,Ste B,Denver,CO,80204,1768,DENVER 
Family Dollar Store 3112,-105.02505,39.665443,2792 S Federal Blvd,,Denver,CO,80236,2612,DENVER 
Family Dollar Store 3285,-104.97557,39.856316,831 E 88th Ave,,Thornton,CO,80229,,ADAMS 
Family Dollar Store 3477,-104.84716,39.726009,620 Peoria St,,Aurora,CO,80011,8229,ARAPAHOE 
Family Dollar Store 3731,-105.05321,39.73243,998 Sheridan Blvd,,Denver,CO,80214,3004,JEFFERSON 
Family Dollar Store 3900,-104.92238,39.690079,1467 S Holly St,,Denver,CO,80222,3509,DENVER 
Family Dollar Store 5149,-104.88143,39.74025,9131 E Colfax Ave,,Aurora,CO,80010,1814,ARAPAHOE 
Family Dollar Store 5457,-105.01137,39.863461,2010 W 92nd Ave,,Federal Heights,CO,80260,5300,ADAMS 
Family Dollar Store 5617,-105.10466,40.173977,750 9th Ave,,Longmont,CO,80501,4786,BOULDER 
Dollar Tree 6578,-105.06362,39.776573,6090 W 44th Ave,,Wheat Ridge,CO,80033,4746,JEFFERSON 
Family Dollar Store 5907,-104.93385,40.08762,1020 8th St,,Dacono,CO,80514,9335,WELD 
Family Dollar Store 5949,-104.81049,40.079391,130 S Denver Ave,,Fort Lupton,CO,80621,1306,WELD 
Family Dollar Store 6120,-105.05335,39.715111,95 S Sheridan Blvd,Ste D,Lakewood,CO,80226,2447,JEFFERSON 
Family Dollar Store 6174,-104.91818,39.827263,6071 E 72nd Ave,,Commerce City,CO,80022,1913,ADAMS 
Family Dollar Store 6231,-104.89769,39.740063,7740 E Colfax Ave,Unit 1,Denver,CO,80220,2194,DENVER 
Family Dollar Store 6503,-104.78933,39.673546,16981 E Iliff Ave,,Aurora,CO,80013,1587,ARAPAHOE 
Vitamin Cottage Natural Food Market,-104.82249,38.811367,1604 S Nevada Ave,,Colorado Springs,CO,80905,2222,EL PASO 
Bimbo Bakeries 9250,-104.82606,39.703949,13997 E Exposition Ave,,Aurora,CO,80012,2521,ARAPAHOE 
Bimbo Bakeries 9310,-104.76857,38.900452,4751 Flintridge Dr,,Colorado Springs,CO,80918,4230,EL PASO 
Family Dollar Store 6699,-104.96565,39.899464,1750 E 112th Ave,,Northglenn,CO,80233,3206,ADAMS 
Family Dollar Store 6870,-105.0251,39.67889,2085 S Federal Blvd,,Denver,CO,80219,5429,DENVER 
Family Dollar Store 7180,-104.81298,39.696732,15081 E Mississippi Ave,,Aurora,CO,80012,3729,ARAPAHOE 
Family Dollar Store 7181,-104.94048,39.7575,2848 Colorado Blvd,,Denver,CO,80207,3016,DENVER 
Family Dollar Store 7218,-105.09082,39.740128,8400 W Colfax Ave,,Lakewood,CO,80215,4009,JEFFERSON 
Dacono Discount Grocery LLC,-104.93124,40.087006,913 Carbondale Dr,,Dacono,CO,80514,9550,WELD 
Eshs Surplus Market LLC,-105.13744,40.407349,4221 W Eisenhower Blvd,,Loveland,CO,80537,,LARIMER 
Don Tomas Bakery,-106.14734,37.580574,829 1st Ave,,Monte Vista,CO,81144,1403,RIO GRANDE 
Walgreens 05837,-104.93457,39.88517,4351 E 104th Ave,,Thornton,CO,80233,4451,ADAMS 
Wheat Ridge Poultry & Meats,-105.05847,39.758411,5650 W 29th Ave,,Wheat Ridge,CO,80214,8428,JEFFERSON 
Holly Food Market,-104.92386,39.763763,5538 E 33rd Ave,,Denver,CO,80207,2028,DENVER 
7-Eleven Store 18630A,-104.90354,39.726925,7295 E 7th Ave,,Denver,CO,80220,5565,DENVER 
7-Eleven Store 25028A,-105.03927,39.740143,1490 Perry St,,Denver,CO,80204,1439,DENVER 
Walgreens 07955,-104.94038,39.943172,13611 Colorado Blvd,,Brighton,CO,80602,7051,ADAMS 
Walgreens 10175,-104.84773,39.674839,12011 E Iliff Ave,,Aurora,CO,80014,1135,ARAPAHOE 
Corner Store 2741130,-105.07755,40.43,3675 N Garfield Ave,,Loveland,CO,80538,2243,LARIMER 
Corner Store 274650,-105.10233,40.191612,1850 Main St,,Longmont,CO,80501,2038,BOULDER 
Corner Store 274697,-104.70403,40.350582,113 N 2nd St,,La Salle,CO,80645,3228,WELD 
Corner Store 274648,-104.97787,39.84621,8290 Washington St,,Denver,CO,80229,5849,ADAMS 
Corner Store 2744048,-104.84012,39.740105,12796 E Colfax Ave,,Aurora,CO,80011,5519,ARAPAHOE 
Valero Corner Store 2744085,-104.92397,39.740276,5455 E Colfax Ave,,Denver,CO,80220,1409,DENVER 
7-Eleven Store 32646A,-104.74646,38.89798,4605 Austin Bluffs Pkwy,,Colorado Springs,CO,80918,2937,EL PASO 
Dollar Tree 3056,-105.11611,39.74033,10565 W Colfax Ave,,Lakewood,CO,80215,3803,JEFFERSON 
Walmart SC 3824,-105.05357,39.826458,7155 Sheridan Blvd,,Westminster,CO,80003,3803,JEFFERSON 
Sunflower Farmers Market 312,-105.26164,40.014725,2525 Arapahoe Ave,Unit E65,Boulder,CO,80302,6723,BOULDER 
Dollar General 10886,-104.82315,40.206478,395 Justin Ave,,Platteville,CO,80651,7800,WELD 
Denver Urban Gardens,-104.97778,39.767166,3377 Blake St,Ste 113,Denver,CO,80205,2463,DENVER 
Salida Farmers Market,-105.99335,38.531261,520 D St,,Salida,CO,81201,2724,CHAFFEE 
Corner Store 2741177,-105.10947,39.842049,9989 W 80th Ave,,Arvada,CO,80005,3912,JEFFERSON 
CST Corner Store 2741110,-105.25372,40.02887,2995 30th St,,Boulder,CO,80301,1213,BOULDER 
Corner Store 2744057,-105.26307,40.01984,1884 Folsom St,,Boulder,CO,80302,5703,BOULDER 
Corner Store 2744111,-105.69502,39.71537,1501 Argentine St,,Georgetown,CO,80444,,CLEAR CREEK 
Corner Store 2741150,-105.08145,39.880089,7605 Church Ranch Blvd,,Broomfield,CO,80021,5513,JEFFERSON 
Corner Store 2741186,-105.09685,40.391872,126 S Taft Ave,,Loveland,CO,80537,6282,LARIMER 
Corner Store 2741181,-105.09982,39.87809,9120 W 100th Ave,,Broomfield,CO,80021,4244,JEFFERSON 
Corner Store 2744135,-105.09688,40.422611,2985 Taft Ave,,Loveland,CO,80538,2552,LARIMER 
Corner Store 2741185,-105.05498,39.899734,5390 W 112th Ave,,Westminster,CO,80020,3257,BROOMFIELD 
Corner Store 2741183,-105.0532,39.834225,7584 Sheridan Blvd,,Westminster,CO,80003,6209,JEFFERSON 
Corner Store 2744061,-108.45889,39.077309,3202 E Rd,,Clifton,CO,81520,7873,MESA 
Corner Store 2741165,-104.93342,39.830723,4600 E 74th Ave,,Commerce City,CO,80022,1422,ADAMS 
Corner Store 2744086,-104.98743,39.732182,1001 Broadway,,Denver,CO,80203,2707,DENVER 
Corner Store 2741118,-105.08134,39.745586,1890 Wadsworth Blvd,,Lakewood,CO,80214,5226,JEFFERSON 
CST Corner Store 274691,-105.01121,39.678608,2010 W Evans Ave,,Englewood,CO,80110,,ARAPAHOE 
Corner Store 274695,-104.73823,38.847027,4825 Galley Rd,,Colorado Springs,CO,80915,2337,EL PASO 
Corner Store 274693,-104.76704,38.890575,3290 Austin Bluffs Pkwy,,Colorado Springs,CO,80918,5737,EL PASO 
Corner Store 2744064,-104.77596,38.838745,432 N Circle Dr,,Colorado Springs,CO,80909,6247,EL PASO 
LP Stop,-104.79112,39.739872,1470 Airport Blvd,,Aurora,CO,80011,7721,ARAPAHOE 
Corner Store 274687,-104.77945,38.808262,2455 Arlington Dr,,Colorado Springs,CO,80910,1959,EL PASO 
Corner Store 274678,-104.73926,38.766808,1801 Main St,,Colorado Springs,CO,80911,1156,EL PASO 
Corner Store 274694,-104.74154,38.808468,1740 Jet Wing Dr,,Colorado Springs,CO,80916,2393,EL PASO 
Corner Store 274675,-104.86635,38.849403,2715 W Colorado Ave,,Colorado Springs,CO,80904,3026,EL PASO 
Trinidad Farmers Market,-104.51891,37.168255,826 Stonewall Ave,,Trinidad,CO,81082,2541,LAS ANIMAS 
Tri Ocean,-105.02515,39.695339,1175 S Federal Blvd,,Denver,CO,80219,4103,DENVER 
7-Eleven Store 23935A,-104.75639,38.831886,3805 E Pikes Peak Ave,,Colorado Springs,CO,80909,6716,EL PASO 
7-Eleven Store 23727A,-104.91274,39.703213,750 S Monaco Pkwy,,Denver,CO,80224,1527,DENVER 
7-Eleven Store 27211A,-104.80787,39.725628,15511 E 6th Ave,,Aurora,CO,80011,9003,ARAPAHOE 
7-Eleven Store 26692A,-104.71883,38.857014,5805 Palmer Park Blvd,,Colorado Springs,CO,80915,1611,EL PASO 
Walgreens 10057,-104.76848,38.900646,4713 Flintridge Dr,,Colorado Springs,CO,80918,4230,EL PASO 
Dollar Tree 2663,-104.75096,38.894493,4370 Austin Bluffs Pkwy,,Colorado Springs,CO,80918,2932,EL PASO 
Dollar Tree 3556,-105.90587,37.48064,3420 Mariposa St,,Alamosa,CO,81101,2053,ALAMOSA 
Dollar Tree 3671,-104.92198,39.705479,600 S Holly St,Ste 105,Denver,CO,80246,1435,DENVER 
Dollar Tree 3819,-104.78316,39.950237,2439 Praire Center Pkwy,,Brighton,CO,80601,,ADAMS 
Dollar Tree 2685,-104.81134,39.725513,15240 E 6th Ave,,Aurora,CO,80011,8802,ARAPAHOE 
Dollar Tree 3144,-104.99333,39.888885,10615 Melody Dr,Ste A,Northglenn,CO,80234,4160,ADAMS 
Dollar Tree 3455,-104.71581,40.383591,3225 23rd Ave,,Evans,CO,80620,1733,WELD 
Dollar General 10969,-102.60328,38.086372,200 Camino de Santa Fe St,,Lamar,CO,81052,2995,PROWERS 
Target Stores T- 2261,-105.00909,39.649952,3650 River Point Pkwy,,Sheridan,CO,80110,3312,ARAPAHOE 
Target Stores T- 2403,-105.02355,40.525528,2936 Council Tree Ave,,Fort Collins,CO,80525,6300,LARIMER 
Dollar Tree 3461,-104.82215,38.807388,1877 S Nevada Ave,,Colorado Springs,CO,80905,2516,EL PASO 
Dollar General 11181,-104.78126,37.622478,124 W 7th St,,Walsenburg,CO,81089,,HUERFANO 
7-Eleven Store 39034A,-105.00894,39.631512,4601 S Santa Fe Dr,,Englewood,CO,80110,5532,ARAPAHOE 
7-Eleven Store 24438A,-104.77585,38.846809,995 N Circle Dr,,Colorado Springs,CO,80909,5037,EL PASO 
7-Eleven Store 29203A,-105.02511,39.73325,1000 Federal Blvd,,Denver,CO,80204,3217,DENVER 
7-Eleven Store 21562A,-104.79118,39.68663,1651 S Buckley Rd,,Aurora,CO,80017,5176,ARAPAHOE 
Corner Store 2741716,-104.79092,39.696381,1110 S Buckley Rd,,Aurora,CO,80017,4120,ARAPAHOE 
Corner Store 2741721,-105.09686,39.987087,585 W South Boulder Rd,,Lafayette,CO,80026,2708,BOULDER 
Corner Store 2741723,-104.62743,38.309212,1525 Hwy 50 W,,Pueblo,CO,81008,,PUEBLO 
Dollar Tree 3614,-104.99334,39.654922,351 W Englewood Pkwy,,Englewood,CO,80110,2303,ARAPAHOE 
Fountain Farmers Market,-104.70065,38.682743,116 S Main St,,Fountain,CO,80817,2282,EL PASO 
Sunflower Farmers Market 320,-105.09301,39.614498,8601 W Cross Dr,,Littleton,CO,80123,702,JEFFERSON 
7-Eleven Store 25550A,-104.84211,39.780785,12880 Albrook Dr,,Denver,CO,80239,4602,DENVER 
Corner Store 274623,-104.9966,39.86404,9202 Huron St,,Denver,CO,80260,5445,ADAMS 
Corner Store 2744074,-104.90356,39.798973,5601 Quebec St,,Commerce City,CO,80022,4820,ADAMS 
Walgreens 11187,-108.7366,39.158852,316 W Aspen Ave,,Fruita,CO,81521,2504,MESA 
Walgreens 11615,-104.70493,39.596825,24250 E Smoky Hill Rd,,Aurora,CO,80016,1381,ARAPAHOE 
Walgreens 10739,-104.80966,39.739964,15310 E Colfax Ave,,Aurora,CO,80011,5806,ARAPAHOE 
Valero Corner Store 2744101,-104.99704,39.849049,801 W 84th Ave,,Denver,CO,80260,4714,ADAMS 
Corner Store 2744144,-104.97794,39.856941,8801 Washington St,,Denver,CO,80229,4534,ADAMS 
Albertsons 801,-107.88535,37.27092,311 W College Dr,,Durango,CO,81301,5911,LA PLATA 
Valero Corner Store 2741136,-104.81004,39.67807,2121 S Chambers Rd,,Aurora,CO,80014,4503,ARAPAHOE 
SAFEWAY  1440,-104.86674,39.097557,624 Highway 105,,Monument,CO,80132,9169,EL PASO 
Walgreens 10306,-105.34359,39.651463,3510 Evergreen Pkwy,,Evergreen,CO,80439,7707,JEFFERSON 
Walgreens 11617,-107.55617,40.514145,750 W Victory Way,,Craig,CO,81625,2934,MOFFAT 
7-Eleven Store 18449A,-105.08139,39.665714,2790 S Wadsworth Blvd,,Denver,CO,80227,3408,JEFFERSON 
7-Eleven Store 34036A,-105.07281,39.886414,6990 Church Ranch Blvd,,Westminster,CO,80021,,JEFFERSON 
Target Stores T- 2458,-104.80469,39.593273,15700 E Briarwood Cir,,Aurora,CO,80016,1558,ARAPAHOE 
7-Eleven Store 25902A,-104.85024,38.847862,1904 W Uintah St,,Colorado Springs,CO,80904,2740,EL PASO 
Sunflower Farmers Market 311,-104.80899,39.593357,15405 E Briarwood Cir,,Aurora,CO,80016,1559,ARAPAHOE 
Sprouts Farmers Market 301,-105.05064,39.914032,5150 W 120th Ave,,Broomfield,CO,80020,3332,BROOMFIELD 
Sprouts Farmers Market 302,-104.76951,39.539623,9751 S Parker Rd,,Parker,CO,80134,8813,DOUGLAS 
Sunflower Farmers Market 310,-105.08176,39.837429,7725 Wadsworth Blvd,,Arvada,CO,80003,2123,JEFFERSON 
Mi Pueblo Latin Market Inc,-104.90698,39.841736,6941 E 80th Ave,,Commerce City,CO,80022,1119,ADAMS 
7-Eleven Store 13140A,-105.06863,39.79454,5405 Marshall St,,Arvada,CO,80002,3801,JEFFERSON 
7-Eleven Store 39169A,-104.84035,38.831688,221 S 8th St,,Colorado Springs,CO,80905,1630,EL PASO 
Tara Marts Inc,-104.82385,39.740349,14081 E Colfax Ave,,Aurora,CO,80011,5734,ARAPAHOE 
Walgreens 10456,-104.84209,39.056492,725 W Baptist Rd,,Colorado Springs,CO,80921,2454,EL PASO 
Walgreens 12100,-105.08166,39.840763,7920 Wadsworth Blvd,,Arvada,CO,80003,2110,JEFFERSON 
7-Eleven Store 25582,-104.88475,39.733021,1103 Yosemite St,,Denver,CO,80220,3557,DENVER 
Russells Convenience 203,-104.99104,39.746197,707 17th St,Ste 130,Denver,CO,80202,3404,DENVER 
7-Eleven 39183A,-105.05322,39.740269,5200 W Colfax Ave,,Lakewood,CO,80214,,JEFFERSON 
Walgreens 10455,-104.96197,39.595261,2281 E Arapahoe Rd,,Centennial,CO,80122,1505,ARAPAHOE 
Sam's Club 4745,-104.9823,39.872974,9601 Grant St,,Denver,CO,80229,2155,ADAMS 
Sam's Club 4770,-104.71582,40.383091,3247 23rd Ave,,Evans,CO,80620,1733,WELD 
Sam's Club 4777,-104.89799,39.765228,7805 E 35th Ave,,Denver,CO,80238,2458,DENVER 
Sam's Club 4816,-104.70313,39.60376,6201 S Aurora Pkwy,,Aurora,CO,80016,5849,ARAPAHOE 
Sam's Club 6219,-104.79166,38.93269,1850 E Woodmen Rd,,Colorado Springs,CO,80920,3326,EL PASO 
Sam's Club 6360,-108.5823,39.081055,1040 Independent Ave,,Grand Junction,CO,81505,7133,MESA 
Sam's Club 6549,-104.6126,38.320251,412 Eagleridge Blvd,,Pueblo,CO,81008,2100,PUEBLO 
Sam's Club 6630,-105.0779,39.790958,7370 W 52nd Ave,,Arvada,CO,80002,3708,JEFFERSON 
Sam's Club 6631,-104.82796,39.700253,880 S Abilene St,,Aurora,CO,80012,3684,ARAPAHOE 
Sam's Club 6632,-104.98768,39.707397,505 S Broadway,Unit A,Denver,CO,80209,4094,DENVER 
Sam's Club 6633,-105.06525,40.521957,4700 Boardwalk Dr,,Fort Collins,CO,80525,3729,LARIMER 
Sam's Club 6634,-104.9016,39.560974,7817 Park Meadows Dr,,Lone Tree,CO,80124,2547,DOUGLAS 
Sam's Club 6635,-105.08821,39.629082,4827 S Wadsworth Way,,Littleton,CO,80123,1846,JEFFERSON 
Sam's Club 8147,-105.06092,40.407272,1200 E Eisenhower Blvd,,Loveland,CO,80537,3924,LARIMER 
SAFEWAY  1248,-105.02511,39.75499,2660 Federal Blvd,,Denver,CO,80211,4717,DENVER 
Valero Corner Store 2741139,-104.98449,39.9142,301 E 120th Ave,,Denver,CO,80233,5705,ADAMS 
Valero Corner Store 2741147,-105.13081,40.153049,575 S Hover St,,Longmont,CO,80501,7920,BOULDER 
Valero Corner Store 274688,-105.12118,40.149937,680 Frontage Rd,,Longmont,CO,80501,6337,BOULDER 
Valero Corner Store 274635,-105.25524,40.215599,4206 Ute Hwy,,Lyons,CO,80540,,BOULDER 
Schwans Home Service Denver South Depot 100820,-104.9202,39.77483,5805 E 42nd Ave,,Denver,CO,80216,4612,DENVER 
7-Eleven Store 26289A,-104.95638,39.856102,2500 E 88th Ave,,Denver,CO,80229,5108,ADAMS 
Russells Convenience 212,-104.98741,39.742409,1625 Broadway,,Denver,CO,80202,4725,DENVER 
7-Eleven Store 18730A,-104.95037,39.740189,3177 E Colfax Ave,,Denver,CO,80206,1709,DENVER 
7-Eleven Store 34012A,-105.05553,39.827354,5241 W 72nd Ave,,Westminster,CO,80003,,JEFFERSON 
Champa Store,-104.9771,39.759518,2960 Champa St,,Denver,CO,80205,2747,DENVER 
Bombay Bazaar LLC,-104.84904,39.659409,3140 S Parker Rd,Ste 4,Aurora,CO,80014,3160,ARAPAHOE 
Reymans Grocery,-102.21902,38.12006,206 S Main St,,Holly,CO,81047,9154,PROWERS 
Walgreens 12366,-104.94061,39.710461,360 S Colorado Blvd,,Denver,CO,80246,1205,DENVER 
Family Dollar Store 7938,-106.10845,37.75388,255 S Worth St,,Center,CO,81125,9990,RIO GRANDE 
Crows Stop and Shop LLC,-102.78164,38.481766,1111 Main St,,Eads,CO,81036,,KIOWA 
Russells Convenience 206,-104.9873,39.741699,1560 Broadway,Ste 102,Denver,CO,80202,,DENVER 
Russells Convenience 207,-104.98491,39.744698,1775 Sherman St,Lbby 1,Denver,CO,80203,4313,DENVER 
Russells Convenience 208,-104.99404,39.748436,1050 17th St,Ste A-12,Denver,CO,80265,1000,DENVER 
Russells Convenience 213,-104.99039,39.745628,600 17th St,Ste 100N,Denver,CO,80202,5400,DENVER 
Russells Convenience 218,-104.98737,39.743557,1700 Broadway,Ste 130,Denver,CO,80290,101,DENVER 
Russells Convenience 221,-104.99539,39.749458,1200 17th St,Ste 160,Denver,CO,80202,5801,DENVER 
Russells Convenience 223,-104.9905,39.740158,201 W Colfax Ave,Dept 100,Denver,CO,80202,5330,DENVER 
Russells Convenience 201,-104.99194,39.748764,999 18th St,Ste 142,Denver,CO,80202,2401,DENVER 
Fruteria la Mexicana,-105.05322,39.728329,706 Sheridan Blvd,,Denver,CO,80214,3002,JEFFERSON 
Phillips 66 Food Plaza,-107.8671,38.486107,1301 E Main St,,Montrose,CO,81401,5822,MONTROSE 
The Market Mountain Village,-107.85423,37.931957,455 Mountain Village Blvd,Unit B,Telluride,CO,81435,9459,SAN MIGUEL 
7-Eleven Store 18497A,-105.10951,39.788151,5010 Kipling St,,Wheat Ridge,CO,80033,2250,JEFFERSON 
Natural Grocers By Vitamin Cottage,-107.88175,37.276394,1123 Camino del Rio,,Durango,CO,81301,5105,LA PLATA 
7-Eleven Store 17211,-107.35787,39.561508,51315 Highway 6,,Glenwood Springs,CO,81601,2544,GARFIELD 
7-Eleven Store 22021,-107.03282,39.366241,23250 Two Rivers Rd,,Basalt,CO,81621,9227,EAGLE 
Natural Grocers By Vitamin Cottage,-104.97788,39.905045,11465 Washington St,,Northglenn,CO,80233,1954,ADAMS 
7-Eleven Store 24856A,-104.97456,39.856197,1066 E 88th Ave,,Denver,CO,80229,4925,ADAMS 
Walgreens 07837,-104.88318,39.469856,7370 Lagae Rd,,Castle Rock,CO,80108,9509,DOUGLAS 
Pope Farms Produce & Garden Center LLC,-104.78471,40.392517,6501 W 28th St,,Greeley,CO,80634,9659,WELD 
Chili Guys Store,-105.0253,39.796341,5501 Federal Blvd,,Denver,CO,80221,6541,ADAMS 
7-Eleven Store 39211A,-104.85988,39.37849,810 Wilcox St,,Castle Rock,CO,80104,1742,DOUGLAS 
7-Eleven 34035A,-104.75886,39.509644,19832 E Hilltop Rd,,Parker,CO,80134,7313,DOUGLAS 
7-Eleven Store 22706A,-104.70564,38.676483,601 S Santa Fe Ave,,Fountain,CO,80817,2079,EL PASO 
Valero Corner Store 2744092,-104.84701,39.770191,3860 Peoria St,,Denver,CO,80239,3314,DENVER 
Walgreens 03589,-105.10982,39.61026,5870 S Kipling Pkwy,,Littleton,CO,80127,2070,JEFFERSON 
Colorado Agricultural Marketing Cooperative Inc,-105.06295,40.523575,813 E Harmony Rd,,Fort Collins,CO,80525,4877,LARIMER 
Our Little Store,-104.74898,40.363861,4821 Yellowstone Dr,,Greeley,CO,80634,9119,WELD 
Valero Corner Store 2744080,-104.91268,39.69865,990 S Monaco Pkwy,,Denver,CO,80224,1601,DENVER 
Valero Corner Store 2744094,-104.89922,39.67498,7607 E Iliff Ave,,Denver,CO,80231,5315,DENVER 
King Soopers 118,-105.01443,39.943237,2355 W 136th Ave,,Broomfield,CO,80023,9331,BROOMFIELD 
Valero Corner Store 2744089,-104.99728,39.710175,330 S Kalamath St,,Denver,CO,80223,2127,DENVER 
Walmart SC 4599,-104.989,40.52589,4500 Weitzel St,,Timnath,CO,80547,4416,LARIMER 
Valero Corner Store 2744115,-108.51534,39.077206,599 29 1/2 Rd,,Grand Junction,CO,81501,4914,MESA 
Valero Corner Store 2744093,-104.97334,39.710751,300 S Downing St,,Denver,CO,80209,2435,DENVER 
Valero Corner Store 274696,-104.84715,39.677341,2190 S Peoria St,,Aurora,CO,80014,4934,ARAPAHOE 
Valero Corner Store 2741128,-104.77265,39.67041,2601 S Tower Rd,,Aurora,CO,80013,5949,ARAPAHOE 
Kwik Way 740,-104.70011,38.858013,6910 Palmer Park Blvd,,Colorado Springs,CO,80915,1805,EL PASO 
7-Eleven Store 24079A,-105.0894,39.595154,8250 W Coal Mine Ave,Ste 1,Littleton,CO,80123,4471,JEFFERSON 
Walgreens 11327,-105.10115,40.152588,450 Ken Pratt Blvd,,Longmont,CO,80501,8522,BOULDER 
7-Eleven Store 39033A,-106.06925,39.628948,120 Blue River Pkwy,,Silverthorne,CO,80498,9224,SUMMIT 
Glenwood Downtown Market,-107.32481,39.545387,9th & Grand,,Glenwood Springs,CO,81601,,GARFIELD 
7-Eleven Store 13213A,-104.98076,39.693039,567 E Louisiana Ave,,Denver,CO,80210,1544,DENVER 
7-Eleven Store 34058A,-104.7825,38.966824,2434 Briargate Pkwy,,Colorado Springs,CO,80920,7684,EL PASO 
7-Eleven Store 27082A,-104.74814,38.839039,450 N Murray Blvd,,Colorado Springs,CO,80916,1003,EL PASO 
Family Dollar Store 3414,-105.07342,40.421772,281G E 29th St,,Loveland,CO,80538,2721,LARIMER 
Family Dollar Store 3726,-103.6368,40.255005,1305 Edison St,Ste B,Brush,CO,80723,2342,MORGAN 
Family Dollar Store 3859,-103.19962,40.633335,100 Broadway St,Ste 15C,Sterling,CO,80751,2734,LOGAN 
Family Dollar Store 4680,-104.69219,40.384598,825 31st St,,Evans,CO,80620,1506,WELD 
