STORE_NAME,longitude,latitude,ADDRESS,ADDRESS2,CITY,STATE,ZIP5,zip4,County
Walgreens 4025,-105.05207,39.914005,5190 W 120th Ave,,Westminster,CO,80020,3332,BROOMFIELD 
Walgreens 4301,-105.02536,39.760067,2975 Federal Blvd,,Denver,CO,80211,3741,DENVER 
SAFEWAY  1532,-104.60834,39.36026,220 Elizabeth St,,Elizabeth,CO,80107,7562,ELBERT 
SAFEWAY  1552,-105.05142,40.523746,1426 E Harmony Rd,,Fort Collins,CO,80525,3297,LARIMER 
Whole Foods Market 10350,-105.16228,39.733295,14357 W Colfax Ave,,Lakewood,CO,80401,3211,JEFFERSON 
Rosemary Liquors And Food Mart,-104.89961,39.845596,8210 Rosemary St,,Commerce City,CO,80022,4912,ADAMS 
Silverton Grocery,-107.6682,37.807629,717 Greene St,,Silverton,CO,81433,,SAN JUAN 
Your Butcher Frank,-105.10376,40.17408,900 Coffman St,Ste A,Longmont,CO,80501,4588,BOULDER 
Select Super,-106.95878,40.275974,103 W Main St,,Oak Creek,CO,80467,9990,ROUTT 
Whole Food Market 13,-105.25571,40.022919,2905 Pearl St,,Boulder,CO,80301,1130,BOULDER 
M & I International Market,-104.90823,39.699593,909 S Oneida St,Unit 6A,Denver,CO,80224,1747,DENVER 
Papa Murphys Pizza,-104.81242,38.777542,835 Cheyenne Meadows Rd,,Colorado Springs,CO,80906,4929,EL PASO 
Loaf N Jug 84,-104.66308,38.247047,1104 Pueblo Boulevard Way,,Pueblo,CO,81005,1584,PUEBLO 
Walmart SC 2270,-107.86691,37.230087,1155 S Camino del Rio,Ste 1,Durango,CO,81303,6996,LA PLATA 
SAFEWAY  1578,-105.04537,38.98296,1101 E US Highway 24,,Woodland Park,CO,80863,2121,TELLER 
SAFEWAY 1548,-104.88329,39.536343,9229 W Lincoln Ave,,Lone Tree,CO,80126,,DOUGLAS 
Walmart SC 842,-104.61046,38.311726,4200 Dillon Dr,,Pueblo,CO,81008,2113,PUEBLO 
Walmart SC 962,-104.52092,37.138683,2921 Toupal Dr,,Trinidad,CO,81082,8740,LAS ANIMAS 
King Soopers 73,-105.07078,40.524246,4503 John F Kennedy Pkwy,,Fort Collins,CO,80525,3250,LARIMER 
Walmart SC 2672,-102.60353,38.088448,1432 E Olive St,,Lamar,CO,81052,2958,PROWERS 
Save A Lot,-104.59583,38.288898,1110 Bonforte Blvd,,Pueblo,CO,81001,,PUEBLO 
King Soopers 75,-104.75816,39.479439,12959 S Parker Rd,,Parker,CO,80134,3447,DOUGLAS 
King Soopers 80,-105.1309,40.150455,995 S Hover St,,Longmont,CO,80501,7908,BOULDER 
Walgreen 17003,-104.69525,40.421207,1013 11th St,,Greeley,CO,80631,3817,WELD 
The Friday Store,-105.07005,39.797626,5636 Newland Way,,Arvada,CO,80002,2604,JEFFERSON 
Whole Foods Market 10331,-104.94054,39.700935,870 S Colorado Blvd,,Glendale,CO,80246,,DENVER 
Walmart SC 1058,-107.86623,38.449726,16750 S Townsend Ave,,Montrose,CO,81401,5410,MONTROSE 
Papa Murphys Pizza,-104.97952,39.913956,630 E 120th Ave,Ste A,Northglenn,CO,80233,,ADAMS 
SAFEWAY  1599,-105.1358,39.580475,12442 W Ken Caryl Ave,,Littleton,CO,80127,3745,JEFFERSON 
SAFEWAY  1587,-105.02508,39.82925,7353 Federal Blvd,,Westminster,CO,80030,4903,ADAMS 
Won Mart,-105.05335,39.718521,105 Sheridan Blvd,,Lakewood,CO,80226,2444,JEFFERSON 
Albertsons 892,-104.94215,39.884735,3840 E 104th Ave,,Thornton,CO,80233,4436,ADAMS 
Kum & Go 927,-107.51601,39.568203,801 Castle Valley Blvd,,New Castle,CO,81647,9441,GARFIELD 
Ideal Market 10423,-105.28076,40.025539,1275 Alpine Ave,,Boulder,CO,80304,3502,BOULDER 
King Soopers 82,-105.19325,39.737629,17171 S Golden Rd,Ste A,Golden,CO,80401,7334,JEFFERSON 
SAFEWAY  1577,-104.81523,38.765938,6520 S Academy Blvd,,Colorado Spgs,CO,80906,8614,EL PASO 
King Soopers 77,-104.84164,39.056675,1070 W Baptist Rd,,Colorado Springs,CO,80921,2423,EL PASO 
Save A Lot,-105.04235,39.689507,4255 W Florida Ave,,Denver,CO,80219,6300,DENVER 
Walmart SC 1896,-104.79986,38.951649,8250 Razorback Rd,,Colorado Springs,CO,80920,3950,EL PASO 
Tay Do Asian Grocery,-105.02882,39.835564,7404 Irving St,,Westminster,CO,80030,4916,ADAMS 
Walmart SC 1273,-104.73466,38.740833,6310 S US Highway 85-87,,Fountain,CO,80817,1006,EL PASO 
Walmart SC 1019,-105.19297,38.447781,3105 E US Highway 50,,Canon City,CO,81212,2797,FREMONT 
Walgreens 4667,-105.00696,39.849037,1601 W 84th Ave,,Denver,CO,80260,5001,ADAMS 
King Soopers 76,-104.75969,38.938919,3570 Hartsel Dr,,Colorado Springs,CO,80920,4165,EL PASO 
King Soopers 84,-104.8047,39.599739,6412 S Parker Rd,,Aurora,CO,80016,3011,ARAPAHOE 
Papa Murphys Pizza COO36,-105.07391,40.523666,238 E Harmony Rd,Unit D9,Fort Collins,CO,80525,3294,LARIMER 
King Soopers 89,-105.09061,39.932659,1150 US Highway 287,Unit 100,Broomfield,CO,80020,7001,BROOMFIELD 
Schwans Home Service Grand Junction N 102140,-108.53658,39.123932,838 N Crest Dr,,Grand Junction,CO,81506,8693,MESA 
SAFEWAY 1656,-105.14874,39.92897,1601 Coalton Rd,,Superior,CO,80027,4610,BOULDER 
Vitamin Cottage Natural Food Market,-105.0769,40.528088,4318 S College Ave,,Fort Collins,CO,80525,3021,LARIMER 
Walmart SC 2752,-104.93118,39.804756,5990 Dahlia St,,Commerce City,CO,80022,3708,ADAMS 
Loaf N Jug 85,-104.70251,38.321823,136 S Purcell Blvd,,Pueblo West,CO,81007,5080,PUEBLO 
Loaf N Jug 86,-104.57314,38.297501,2810 Troy Ave,,Pueblo,CO,81001,2200,PUEBLO 
Loaf N Jug 87,-104.66624,38.233173,4125 W Northern Ave,,Pueblo,CO,81005,3501,PUEBLO 
SAFEWAY  1667,-105.10165,40.015278,3333 Arapahoe Rd,# B,Erie,CO,80516,6006,BOULDER 
Loaf N Jug 65,-104.57251,38.271641,2119 E 4th St,,Pueblo,CO,81001,4204,PUEBLO 
King Soopers 74,-105.09792,40.379959,1275 Eagle Dr,,Loveland,CO,80537,8058,LARIMER 
Walgreens 4468,-105.09521,39.877293,9970 Wadsworth Pkwy,,Broomfield,CO,80021,4248,JEFFERSON 
Walmart SC 966,-108.56179,37.348904,1835 E Main St,,Cortez,CO,81321,3037,MONTEZUMA 
Walgreens 04366,-105.08147,39.77713,4401 Wadsworth Blvd,,Wheat Ridge,CO,80033,3302,JEFFERSON 
Walmart SC 984,-104.8618,39.404797,133 Sam Walton Ln,Ste 1000,Castle Rock,CO,80104,7933,DOUGLAS 
Kum & Go 928,-106.82726,40.467987,80 Anglers Dr,,Steamboat Springs,CO,80477,,ROUTT 
King Soopers 78,-105.08257,39.568901,8126 S Wadsworth Blvd,Unit A,Littleton,CO,80128,9119,JEFFERSON 
Grocery Warehouse 2837,-104.64377,38.241081,1545 S Prairie Ave,,Pueblo,CO,81005,,PUEBLO 
King Soopers 81,-104.81677,39.972141,500 E Bromley Ln,Unit A,Brighton,CO,80601,5504,ADAMS 
SAFEWAY  1644,-104.60394,38.941311,7655 McLaughlin Rd,,Falcon,CO,80831,4727,EL PASO 
Walmart SC 1384,-103.59192,38.000191,6 Conley Rd,,La Junta,CO,81050,9640,OTERO 
Carniceria Leonela,-104.76039,38.831932,3736 E Pikes Peak Ave,,Colorado Springs,CO,80909,6569,EL PASO 
Vitamin Cottage Natural Food Market U008,-104.79808,38.936951,7298 N Academy Blvd,,Colorado Springs,CO,80920,6530,EL PASO 
SAFEWAY  1635,-105.02511,39.883633,10300 Federal Blvd,,Federal Heights,CO,80260,6101,ADAMS 
King Soopers 88,-104.79021,39.534355,17031 Lincoln Ave,Unit B,Parker,CO,80134,3161,DOUGLAS 
Marhaba International Market,-104.90841,39.700333,6879 Leetsdale Dr,,Denver,CO,80224,1522,DENVER 
Walmart SC 2892,-104.76466,39.515419,11101 S Parker Rd,,Parker,CO,80134,4773,DOUGLAS 
Kmart 3043,-104.81172,39.739971,15200 E Colfax Ave,,Aurora,CO,80011,6965,ARAPAHOE 
SAFEWAY 1760,-104.69896,38.325169,1017 N Market Plz,,Pueblo,CO,81007,1530,PUEBLO 
Ridgway Mountain Market,-107.75616,38.151379,490 Sherman St,,Ridgway,CO,81432,,OURAY 
Bonds Manassa Market,-105.93539,37.173847,413 Main St,,Manassa,CO,81141,9990,CONEJOS 
Carniceria Y Taqueria La Noria,-105.0114,39.696808,1935 W Mississippi Ave,,Denver,CO,80223,2936,DENVER 
Target Stores T- 1769,-105.16978,39.955635,400 Marshall Rd,,Superior,CO,80027,8623,BOULDER 
Hau Giang Market,-105.02513,39.696911,1095 S Federal Blvd,,Denver,CO,80219,4101,DENVER 
JRs Country Store 306,-105.23881,38.46249,2495 N 9th St,,Canon City,CO,81212,2165,FREMONT 
Whole Foods Market - Cherry Creek 10095,-104.95785,39.718258,2375 E 1st Ave,Bldg WEST,Denver,CO,80206,5655,DENVER 
Gusses Service Station,-105.42812,37.195644,138 Main St,,San Luis,CO,81152,,COSTILLA 
SAFEWAY  1791,-104.92791,40.479362,1535 Main St,,Windsor,CO,80550,5993,WELD 
Crested Butte Grocery LLC,-106.98111,38.866974,500 Belleview Ave,,Crested Butte,CO,81224,,GUNNISON 
Vitamin Cottage Natural Food Market,-105.08179,39.838028,7745 Wadsworth Blvd,Ste A,Arvada,CO,80003,2130,JEFFERSON 
Safeway 897,-108.58853,39.065403,2512 Broadway,,Grand Junction,CO,81503,2758,MESA 
SAFEWAY 1792,-104.74772,38.813034,1425 S Murray Blvd,,Colorado Spgs,CO,80916,3975,EL PASO 
Hometown Food Market,-106.00872,37.076134,512 Main St,,Antonito,CO,81120,,CONEJOS 
Walgreens 4470,-104.75465,39.611694,20051 E Smoky Hill Rd,,Aurora,CO,80015,3135,ARAPAHOE 
SAFEWAY  1892,-108.56512,37.348961,1580 E Main St,,Cortez,CO,81321,2934,MONTEZUMA 
King Soopers 8,-105.01437,39.534817,2205 W Wildcat Reserve Pkwy,,Highlands Ranch,CO,80216,5496,DENVER 
Walgreens 3190,-104.94078,39.696182,1111 S Colorado Blvd,,Denver,CO,80246,2901,DENVER 
Kmart 4129,-105.10955,39.801979,9881 W 58th Ave,,Arvada,CO,80002,2011,JEFFERSON 
Kmart 4131,-104.99028,39.624035,200 W Belleview Ave,,Englewood,CO,80110,6610,ARAPAHOE 
Kmart 4332,-104.8197,38.874886,3020 N Nevada Ave,,Colorado Springs,CO,80907,5323,EL PASO 
Kmart 4453,-104.61533,38.30526,3415 N Elizabeth St,,Pueblo,CO,81008,1156,PUEBLO 
Kmart 7000,-108.53209,39.077251,2809 North Ave,,Grand Junction,CO,81501,5105,MESA 
Kmart 7303,-104.98767,39.710011,363 S Broadway,,Denver,CO,80209,1522,DENVER 
Kmart 7329,-105.11154,40.407379,2665 W Eisenhower Blvd,,Loveland,CO,80537,3156,LARIMER 
Kmart 7560,-107.56122,40.514133,1198 W Victory Way,,Craig,CO,81625,2942,MOFFAT 
Walmart SC 869,-105.90385,37.48024,3333 Clark St,Ste 1,Alamosa,CO,81101,2051,ALAMOSA 
Old World Meat & Marketplace,-108.54464,39.067238,1765 Main St,,Grand Junction,CO,81501,4648,MESA 
Sunflower Natural Foods,-105.46604,38.136066,405 Main St,,Westcliffe,CO,81252,,CUSTER 
Walgreens 6552,-105.02513,39.827431,7211 Federal Blvd,,Westminster,CO,80030,4901,ADAMS 
Midopa Oriental Market,-104.86586,39.68013,2000 S Havana St,,Aurora,CO,80014,4749,ARAPAHOE 
SAFEWAY  1863,-108.05283,38.752483,1550 Highway 92,,Delta,CO,81416,3405,DELTA 
Walgreens 06111,-105.10307,40.000736,309 US Highway 287,,Lafayette,CO,80026,8885,BOULDER 
Walmart SC 1659,-104.82356,39.972282,60 W Bromley Ln,,Brighton,CO,80601,3026,ADAMS 
SAFEWAY  1828,-104.94189,40.150063,8134 County Road 13,,Firestone,CO,80504,6400,WELD 
Loaf N Jug 93,-104.62033,38.308182,905 W US Highway 50,,Pueblo,CO,81008,1606,PUEBLO 
Walgreens 4469,-104.8093,39.696709,15301 E Mississippi Ave,,Aurora,CO,80017,3064,ARAPAHOE 
Hardins Natural Foods,-107.77366,38.800243,31424 Highway 92,,Hotchkiss,CO,81419,7138,DELTA 
Carniceria Del Norte,-104.9571,39.85619,2401 E 88th Ave,Unit 2415D,Thornton,CO,80229,4677,ADAMS 
Walmart SC 1045,-105.10296,40.006153,745 US Highway 287,,Lafayette,CO,80026,8955,BOULDER 
Loaf N Jug 91,-104.72861,38.824791,5375 Airport Rd,,Colorado Springs,CO,80916,1607,EL PASO 
Loaf N Jug 92,-104.72274,38.847054,1019 Space Center Dr,,Colorado Springs,CO,80915,3601,EL PASO 
Hays Market Of Berthoud LLC,-105.08692,40.305092,919 Mountain Ave,,Berthoud,CO,80513,1321,LARIMER 
SAFEWAY 4614,-104.94189,40.150063,8206 Colorado Blvd,,Firestone,CO,80504,6800,WELD 
SAFEWAY  4613,-105.04553,38.983856,1039 E US Highway 24,,Woodland Park,CO,80863,2120,TELLER 
Target Stores T- 1372,-104.97442,39.914146,1001 E 120th Ave,,Thornton,CO,80233,5711,ADAMS 
Target Stores T- 1776,-105.10268,39.611115,9390 W Cross Dr,,Littleton,CO,80123,2202,JEFFERSON 
Walmart 2223,-105.05337,39.868801,9499 Sheridan Blvd,,Westminster,CO,80031,6532,ADAMS 
Walmart SC 2729,-105.05511,40.584343,1250 E Magnolia St,,Fort Collins,CO,80524,2754,LARIMER 
Walmart SC 1280,-108.5191,39.077244,2881 North Ave,,Grand Junction,CO,81501,5064,MESA 
Fort Market,-105.43096,37.426502,330 Miranda St,,Fort Garland,CO,81133,,COSTILLA 
Valley Grocery Market,-104.83596,37.94492,4493 Bent Brothers Blvd,,Colorado City,CO,81019,,PUEBLO 
Walmart SC 2751,-104.99477,39.654919,601 Englewood Pkwy,,Englewood,CO,80110,2374,ARAPAHOE 
Walmart SC 2293,-105.32733,39.700066,952 Swede Gulch Rd,,Golden,CO,80439,3713,JEFFERSON 
Walmart SC 2125,-105.08014,39.74044,7455 W Colfax Ave,,Lakewood,CO,80214,5400,JEFFERSON 
Walmart 1808,-106.82136,40.461575,1805 Central Park Dr,,Steamboat Springs,CO,80477,,ROUTT 
Walmart SC 1689,-104.81363,39.615482,5650 S Chambers Rd,,Aurora,CO,80015,1132,ARAPAHOE 
Walmart 1550,-106.92686,38.554298,900 N Main St,,Gunnison,CO,81230,2416,GUNNISON 
Walmart SC 1492,-104.82515,39.703861,14000 E Exposition Ave,,Aurora,CO,80012,2538,ARAPAHOE 
Walmart Super Center 1308,-105.08323,39.63868,7700 W Quincy Ave,,Denver,CO,80123,2404,JEFFERSON 
Walmart SC 1252,-104.91059,39.561134,6675 Business Center Dr,,Highlands Ranch,CO,80130,3603,DOUGLAS 
Walmart 1231,-104.98376,39.876053,9901 Grant St,,Thornton,CO,80229,2157,ADAMS 
Walmart 1199,-106.50192,39.626389,171 Yoder Ave,,Avon,CO,81620,,EAGLE 
Walmart 1095,-107.3203,39.521656,3010 Blake Ave,,Glenwood Springs,CO,81601,4400,GARFIELD 
Walmart 1001,-104.66454,38.234047,4080 W Northern Ave,,Pueblo,CO,81005,3503,PUEBLO 
Walmart 986,-106.09419,39.585091,840 Summit Dr,,Frisco,CO,80443,8325,SUMMIT 
Walmart SC 953,-105.04471,40.40551,1325 Denver Ave,,Loveland,CO,80537,5120,LARIMER 
Walmart Supercenter 905,-105.04818,40.160122,2285 E Ken Pratt Blvd,,Longmont,CO,80504,5223,WELD 
SAFEWAY  1928,-104.76848,39.652931,18730 E Hampden Ave,,Aurora,CO,80013,3534,ARAPAHOE 
SAFEWAY  1975,-104.69841,38.718315,6925 Mesa Ridge Pkwy,,Fountain,CO,80817,1543,EL PASO 
Walgreens 06344,-104.80037,39.986809,1821 E Bridge St,,Brighton,CO,80601,1935,ADAMS 
Red Rock General Store,-105.43551,37.427757,451 Highway 160,,Fort Garland,CO,81133,,COSTILLA 
Walgreens 06513,-104.8093,39.674919,15301 E Iliff Ave,,Aurora,CO,80013,1013,ARAPAHOE 
Clarks Market,-107.81923,37.939846,700 W Colorado Ave,,Telluride,CO,81435,9168,SAN MIGUEL 
King Soopers 63,-104.92298,39.567841,8200 S Holly St,,Centennial,CO,80122,4012,ARAPAHOE 
LOAF 'N JUG  95,-105.08812,40.163185,200 Lashley St,,Longmont,CO,80501,6068,BOULDER 
Z-Mart 101,-104.8203,39.756165,14380 E 28th Ave,,Aurora,CO,80011,2852,ARAPAHOE 
Whole Foods Market,-104.94417,39.545238,9366 S Colorado Blvd,,Highlands Ranch,CO,80126,5256,DOUGLAS 
Niwot Market,-105.16687,40.101593,7980 Niwot Rd,Ste 100,Longmont,CO,80503,7355,BOULDER 
Kentucky Belle Market,-106.92705,37.851452,102 W 2nd St,,Creede,CO,81130,,MINERAL 
Walmart SC 3566,-104.87843,39.653034,9400 E Hampden Ave,,Denver,CO,80231,5414,DENVER 
SAFEWAY  1615,-105.25857,40.035511,3325 28th St,,Boulder,CO,80301,1440,BOULDER 
SAFEWAY 4615,-104.6041,38.940563,7507 McLaughlin Rd,,Peyton,CO,80831,4717,EL PASO 
King Soopers 91,-104.88165,39.468044,7284 Lagae Rd,,Castle Pines,CO,80108,9451,DOUGLAS 
SAFEWAY  1045,-104.8038,40.078949,1300 Dexter St,,Fort Lupton,CO,80621,1501,WELD 
Walmart SC 3533,-104.89758,39.771042,7800 Smith Rd,,Denver,CO,80207,1719,DENVER 
Doo-Com Station,-104.92361,39.837181,7710 Brighton Rd,,Commerce City,CO,80022,,ADAMS 
Carniceria Tarahumara,-104.97796,39.859871,8993 Washington St,,Thornton,CO,80229,4536,ADAMS 
Albertsons 3836,-104.90344,39.72028,200 Quebec St,,Denver,CO,80230,7144,DENVER 
Tortilleria La Unica,-106.10843,37.753807,267 1/2 Worth St,,Center,CO,81125,,RIO GRANDE 
Loaf N Jug 98,-104.78696,38.915993,5825 N Academy Blvd,,Colorado Springs,CO,80918,3414,EL PASO 
Target Stores T- 1471,-104.82169,39.716564,14200 E Ellsworth Ave,,Aurora,CO,80012,1402,ARAPAHOE 
Target Stores T- 1500,-105.15948,39.734856,14500 W Colfax Ave,Unit 307,Lakewood,CO,80401,3270,JEFFERSON 
Target Stores T- 1501,-104.71711,38.88652,3810 Bloomington St,,Colorado Springs,CO,80922,3203,EL PASO 
SAFEWAY  2624,-104.98797,39.957684,3602 W 144TH Ave,,Broomfield,CO,80020,,BROOMFIELD 
SAFEWAY  2625,-108.55032,39.102825,681 Horizon Dr,,Grand Jct,CO,81506,1995,MESA 
King Soopers 96,-104.92274,39.60714,6000 S Holly St,,Greenwood Village,CO,80111,4251,ARAPAHOE 
King Soopers 85,-105.16989,39.812454,15200 W 64th Ave,Unit 12,Arvada,CO,80007,7510,JEFFERSON 
Walmart SC 5033,-103.77258,40.264931,1300 Barlow Rd,,Fort Morgan,CO,80701,4363,MORGAN 
Walmart SC 3582,-104.72339,38.855072,1575 Space Center Dr,,Colorado Springs,CO,80915,2441,EL PASO 
Bimbo Bakeries 9117,-105.10047,39.778065,9192 W 44th Ave,,Wheat Ridge,CO,80033,3005,JEFFERSON 
Bimbo Bakeries 9210,-104.92837,39.678413,5050 E Evans Ave,,Denver,CO,80222,5218,DENVER 
Bimbo Bakeries 9109,-105.04479,40.395325,373 Denver Ave,,Loveland,CO,80537,5140,LARIMER 
Safeway 840,-104.76443,38.958473,8750 N Union Blvd,,Colorado Springs,CO,80920,7914,EL PASO 
Vitamin Cottage Natural Food Market,-105.10979,39.556202,6475 S Kipling Way,,Littleton,CO,80123,3327,JEFFERSON 
Vitamin Cottage Natural Food Market,-104.60691,38.298317,101 W 29th St,,Pueblo,CO,81008,1001,PUEBLO 
Vitamin Cottage Natural Food Market,-105.36021,39.691166,1291 Bergen Pkwy,Unit A,Evergreen,CO,80439,9516,JEFFERSON 
Vitamin Cottage Natural Food Market,-105.00491,39.547901,1265 Sgt Jon Stiles Dr,Unit M,Littleton,CO,80129,2266,DOUGLAS 
Vitamin Cottage Natural Food Market,-105.13988,39.701965,12612 W Alameda Pkwy,,Lakewood,CO,80228,2824,JEFFERSON 
Vitamin Cottage Natural Food Market U0004,-104.85255,39.595123,11753 E Arapahoe Rd,,Centennial,CO,80112,4568,ARAPAHOE 
Vitamin Cottage Natural Food Market,-104.94078,39.679245,2053 S Colorado Blvd,,Denver,CO,80222,7904,DENVER 
JRs Country Store 201,-104.66094,38.219944,3920 Hollybrook Ln,,Pueblo,CO,81005,3018,PUEBLO 
Cripple Creek Venture Foods,-105.19281,38.751358,1075 County Rd 1,,Cripple Creek,CO,80813,,TELLER 
Walgreens 7006,-105.1636,39.969189,191 S McCaslin Blvd,,Superior,CO,80027,9690,BOULDER 
Natural Grocers by Vitamin Cottage U018,-108.59551,39.085831,2464 Highway 6 And 50,Ste 124,Grand Junction,CO,81505,1134,MESA 
Natural Grocers by Vitamin Cottage U016,-105.10238,40.190235,1745 Main St,,Longmont,CO,80501,2035,BOULDER 
King Soopers 110,-104.90662,39.55806,8673 S Quebec St,,Highlands Ranch,CO,80130,5800,DOUGLAS 
SAFEWAY  2612,-104.86597,39.686619,1677 S Havana St,,Aurora,CO,80012,5007,ARAPAHOE 
Walmart SC 5051,-104.7563,40.421879,920 47th Ave,,Greeley,CO,80634,2042,WELD 
Loaf N Jug 6,-104.73948,38.781765,4770 Drennan Rd,,Colorado Springs,CO,80916,4440,EL PASO 
Loaf N Jug 24,-104.83398,37.945259,4401 Highway 165,,Colorado City,CO,81019,,PUEBLO 
Sonias Convenience Store,-105.42014,37.20248,403 7th St,,San Luis,CO,81152,,COSTILLA 
Walgreens 06108,-108.45956,39.088085,572 32 Rd,,Clifton,CO,81520,7606,MESA 
Albertsons 899,-104.71668,39.604549,6100 S Gun Club Rd,,Aurora,CO,80016,5262,ARAPAHOE 
King Soopers 103,-104.75771,38.792088,2910 S Academy Blvd,,Colorado Springs,CO,80916,3004,EL PASO 
King Soopers 93,-104.90327,39.757092,2810 Quebec St,,Denver,CO,80207,2900,DENVER 
King Soopers 98,-104.71639,38.910721,6030 Stetson Hills Blvd,,Colorado Spgs,CO,80923,3562,EL PASO 
Simple Foods Market,-106.00507,38.524563,1548 G St,Unit 4,Salida,CO,81201,2651,CHAFFEE 
SAFEWAY STORES   2666,-104.75223,40.395061,4548 Centerplace Dr,,Greeley,CO,80634,3747,WELD 
Target Stores T- 1806,-104.93755,39.707439,4301 E Virginia Ave,,Glendale,CO,80246,1510,DENVER 
Walgreens 07021,-104.77128,39.677174,18620 E Iliff Ave,,Aurora,CO,80013,5995,ARAPAHOE 
JRs Country Store 102,-103.74705,38.214512,18055 County Road G,,Ordway,CO,81063,9757,CROWLEY 
King Soopers 108,-104.94144,39.524647,4000 Red Cedar Dr,Unit A,Littleton,CO,80126,8068,DOUGLAS 
King Soopers 104,-104.92788,40.479568,1520 Main St,,Windsor,CO,80550,7909,WELD 
King Soopers 101,-104.9401,39.944786,13700 Colorado Blvd,Unit MAIN,Thornton,CO,80602,7024,ADAMS 
Walmart SC 5232,-107.76789,39.523006,1000 Airport Rd,,Rifle,CO,81650,8407,GARFIELD 
Walmart SC 5099,-108.58218,39.078274,2545 Rimrock Ave,,Grand Junction,CO,81505,8664,MESA 
Minh Cigarettes & Convenience,-105.02499,39.673191,2404 S Federal Blvd,,Denver,CO,80219,5903,DENVER 
Sunflower Farmers Market 315,-104.94062,39.663876,2880 S Colorado Blvd,,Denver,CO,80222,6618,DENVER 
King Soopers 102,-105.07426,40.184883,1611 Pace St,Ste 100,Longmont,CO,80504,3052,WELD 
King Soopers 83,-104.76627,39.783836,18605 Green Valley Ranch Blvd,,Denver,CO,80249,6832,DENVER 
Overseas Oriental Market Inc,-105.02896,39.834728,7141 Irving St,Ste C,Westminster,CO,80030,5339,ADAMS 
Walgreens 6785,-105.10657,40.188499,835 17th Ave,,Longmont,CO,80501,,BOULDER 
Walgreens 6343,-105.07748,40.429798,3690 Garfield Ave,,Loveland,CO,80538,2244,LARIMER 
Walgreens 7252,-105.11679,40.552917,2190 W Drake Rd,,Fort Collins,CO,80526,1488,LARIMER 
Kum & Go 916,-106.29792,39.258228,203 Mountain View Dr,,Leadville,CO,80461,3346,LAKE 
Kum & Go 915,-106.29089,39.246227,300 Harrison Ave,,Leadville,CO,80461,3612,LAKE 
Carniceria Mi Raza,-105.00989,39.863438,1898 W 92nd Ave,,Denver,CO,80260,5301,ADAMS 
Walgreens 06844,-105.07696,40.524971,4502 S College Ave,,Fort Collins,CO,80525,3025,LARIMER 
Walmart SC 5049,-105.14854,39.607548,13420 W Coal Mine Ave,,Littleton,CO,80127,5402,JEFFERSON 
Walmart SC 5123,-104.72485,38.940315,5550 E Woodmen Rd,,Colorado Springs,CO,80920,5257,EL PASO 
Safeway 803,-104.74103,38.933361,7055 Austin Bluffs Pkwy,,Colorado Springs,CO,80923,9276,EL PASO 
King Soopers 127,-105.08591,39.710896,7984 W Alameda Ave,,Lakewood,CO,80226,3025,JEFFERSON 
Carniceria Y Abarrotes La Sabrosita,-103.79214,40.247696,131 Sherman St,,Fort Morgan,CO,80701,3644,MORGAN 
Whole Foods Market 10146,-104.79959,38.942204,7635 N Academy Blvd,,Colorado Springs,CO,80920,3207,EL PASO 
King Soopers 122,-104.98862,39.572712,7901 S Broadway,Unit A,Littleton,CO,80122,2718,ARAPAHOE 
Divide Venture Foods,-105.15611,38.942123,11115 US Highway 24,,Divide,CO,80814,,TELLER 
King Soopers 121,-105.05331,39.843727,8055 Sheridan Blvd,,Arvada,CO,80003,1910,JEFFERSON 
Nazar International Market & Deli,-104.88085,39.682804,1842 S Parker Rd,Unit 6,Denver,CO,80231,2927,DENVER 
Abarrotes La Herradura,-104.96841,39.764641,3401 Franklin St,,Denver,CO,80205,3958,DENVER 
King Soopers 128,-104.77569,39.653149,18211 E Hampden Ave,Unit 1,Aurora,CO,80013,3555,ARAPAHOE 
Har Mart Corporation,-104.8615,39.666767,2751 S Parker Rd,Unit A,Aurora,CO,80014,2700,ARAPAHOE 
P & S Food & Gas,-105.08811,40.16539,400 Lashley St,,Longmont,CO,80504,7611,WELD 
King Soopers 135,-105.10275,40.001427,480 US Highway 287,,Lafayette,CO,80026,8919,BOULDER 
Whole Foods Market 10445,-105.16955,39.955833,303 Marshall Rd,,Superior,CO,80027,8635,BOULDER 
Walgreens 06213,-105.02508,39.884701,10390 Federal Blvd,,Federal Heights,CO,80260,6101,ADAMS 
Walgreens 07417,-104.92561,40.479599,1480 Main St,,Windsor,CO,80550,6019,WELD 
Walgreens 05644,-104.9772,39.913918,750 E 120th Ave,,Northglenn,CO,80233,1257,ADAMS 
Walgreens 04894,-104.97798,39.855614,8799 Washington St,,Thornton,CO,80229,4713,ADAMS 
Walgreens 06345,-105.01617,39.928444,2400 E Midway Blvd,,Denver,CO,80234,7063,ADAMS 
